wrapper  | --> Wrapper Started as Console
jvm 1    | 	at org.sonatype.nexus.webapp.WebappBootstrap.contextInitialized(WebappBootstrap.java:117) ~[na:na]
jvm 1    | 	at org.eclipse.jetty.server.handler.ContextHandler.callContextInitialized(ContextHandler.java:775) ~[jetty-server-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.servlet.ServletContextHandler.callContextInitialized(ServletContextHandler.java:424) ~[jetty-servlet-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.server.handler.ContextHandler.startContext(ContextHandler.java:767) ~[jetty-server-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.servlet.ServletContextHandler.startContext(ServletContextHandler.java:249) ~[jetty-servlet-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.webapp.WebAppContext.startContext(WebAppContext.java:1252) ~[jetty-webapp-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.server.handler.ContextHandler.doStart(ContextHandler.java:710) ~[jetty-server-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.webapp.WebAppContext.doStart(WebAppContext.java:494) ~[jetty-webapp-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.util.component.AbstractLifeCycle.start(AbstractLifeCycle.java:64) ~[jetty-util-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.server.handler.HandlerWrapper.doStart(HandlerWrapper.java:95) ~[jetty-server-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.util.component.AbstractLifeCycle.start(AbstractLifeCycle.java:64) ~[jetty-util-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.server.handler.HandlerCollection.doStart(HandlerCollection.java:229) ~[jetty-server-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.util.component.AbstractLifeCycle.start(AbstractLifeCycle.java:64) ~[jetty-util-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.server.handler.HandlerWrapper.doStart(HandlerWrapper.java:95) ~[jetty-server-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.server.Server.doStart(Server.java:282) ~[jetty-server-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.util.component.AbstractLifeCycle.start(AbstractLifeCycle.java:64) ~[jetty-util-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.sonatype.nexus.bootstrap.jetty.JettyServer$JettyMainThread.run(JettyServer.java:247) [nexus-bootstrap-2.11.2-06.jar:2.11.2-06]
jvm 1    | 2015-09-06 18:08:00,122+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.bootstrap.jetty.JettyServer - Running
jvm 1    | 2015-09-06 18:08:00,122+0530 ERROR [WrapperListener_start_runner] *SYSTEM org.sonatype.nexus.bootstrap.jetty.JettyServer - Start failed
jvm 1    | java.lang.IllegalStateException: Nexus work directory already in use: D:\Softwares\nexus-2.11.2-06-bundle\sonatype-work\nexus
jvm 1    | 	at com.google.common.base.Preconditions.checkState(Preconditions.java:200) ~[na:na]
jvm 1    | 	at org.sonatype.nexus.webapp.WebappBootstrap.contextInitialized(WebappBootstrap.java:117) ~[na:na]
jvm 1    | 	at org.eclipse.jetty.server.handler.ContextHandler.callContextInitialized(ContextHandler.java:775) ~[jetty-server-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.servlet.ServletContextHandler.callContextInitialized(ServletContextHandler.java:424) ~[jetty-servlet-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.server.handler.ContextHandler.startContext(ContextHandler.java:767) ~[jetty-server-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.servlet.ServletContextHandler.startContext(ServletContextHandler.java:249) ~[jetty-servlet-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.webapp.WebAppContext.startContext(WebAppContext.java:1252) ~[jetty-webapp-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.server.handler.ContextHandler.doStart(ContextHandler.java:710) ~[jetty-server-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.webapp.WebAppContext.doStart(WebAppContext.java:494) ~[jetty-webapp-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.util.component.AbstractLifeCycle.start(AbstractLifeCycle.java:64) ~[jetty-util-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.server.handler.HandlerWrapper.doStart(HandlerWrapper.java:95) ~[jetty-server-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.util.component.AbstractLifeCycle.start(AbstractLifeCycle.java:64) ~[jetty-util-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.server.handler.HandlerCollection.doStart(HandlerCollection.java:229) ~[jetty-server-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.util.component.AbstractLifeCycle.start(AbstractLifeCycle.java:64) ~[jetty-util-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.server.handler.HandlerWrapper.doStart(HandlerWrapper.java:95) ~[jetty-server-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.server.Server.doStart(Server.java:282) ~[jetty-server-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.util.component.AbstractLifeCycle.start(AbstractLifeCycle.java:64) ~[jetty-util-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.sonatype.nexus.bootstrap.jetty.JettyServer$JettyMainThread.run(JettyServer.java:247) ~[nexus-bootstrap-2.11.2-06.jar:2.11.2-06]
jvm 1    | 2015-09-06 18:08:00,122+0530 ERROR [WrapperListener_start_runner] *SYSTEM org.sonatype.nexus.bootstrap.jsw.JswLauncher - Failed to start
jvm 1    | java.lang.IllegalStateException: Nexus work directory already in use: D:\Softwares\nexus-2.11.2-06-bundle\sonatype-work\nexus
jvm 1    | 	at com.google.common.base.Preconditions.checkState(Preconditions.java:200) ~[na:na]
jvm 1    | 	at org.sonatype.nexus.webapp.WebappBootstrap.contextInitialized(WebappBootstrap.java:117) ~[na:na]
jvm 1    | 	at org.eclipse.jetty.server.handler.ContextHandler.callContextInitialized(ContextHandler.java:775) ~[jetty-server-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.servlet.ServletContextHandler.callContextInitialized(ServletContextHandler.java:424) ~[jetty-servlet-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.server.handler.ContextHandler.startContext(ContextHandler.java:767) ~[jetty-server-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.servlet.ServletContextHandler.startContext(ServletContextHandler.java:249) ~[jetty-servlet-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.webapp.WebAppContext.startContext(WebAppContext.java:1252) ~[jetty-webapp-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.server.handler.ContextHandler.doStart(ContextHandler.java:710) ~[jetty-server-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.webapp.WebAppContext.doStart(WebAppContext.java:494) ~[jetty-webapp-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.util.component.AbstractLifeCycle.start(AbstractLifeCycle.java:64) ~[jetty-util-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.server.handler.HandlerWrapper.doStart(HandlerWrapper.java:95) ~[jetty-server-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.util.component.AbstractLifeCycle.start(AbstractLifeCycle.java:64) ~[jetty-util-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.server.handler.HandlerCollection.doStart(HandlerCollection.java:229) ~[jetty-server-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.util.component.AbstractLifeCycle.start(AbstractLifeCycle.java:64) ~[jetty-util-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.server.handler.HandlerWrapper.doStart(HandlerWrapper.java:95) ~[jetty-server-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.server.Server.doStart(Server.java:282) ~[jetty-server-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.eclipse.jetty.util.component.AbstractLifeCycle.start(AbstractLifeCycle.java:64) ~[jetty-util-8.1.11.v20130520.jar:8.1.11.v20130520]
jvm 1    | 	at org.sonatype.nexus.bootstrap.jetty.JettyServer$JettyMainThread.run(JettyServer.java:247) ~[nexus-bootstrap-2.11.2-06.jar:2.11.2-06]
jvm 1    | Java HotSpot(TM) Client VM warning: ignoring option MaxPermSize=192m; support was removed in 8.0
wrapper  | <-- Wrapper Stopped
jvm 1    | 2015-09-06 18:08:03,164+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-npm-repository-plugin:2.11.2-06" was successful.
jvm 1    | 2015-09-06 18:08:03,164+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-lvo-plugin:2.11.2-06" was successful.
jvm 1    | 2015-09-06 18:08:03,164+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-site-repository-plugin:2.11.2-06" was successful.
jvm 1    | 2015-09-06 18:08:03,164+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-indexer-lucene-plugin:2.11.2-06" was successful.
jvm 1    | 2015-09-06 18:08:03,164+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-kazuki-plugin:2.11.2-06" was successful.
jvm 1    | 2015-09-06 18:08:03,164+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-crypto-plugin:2.11.2-06" was successful.
jvm 1    | 2015-09-06 18:08:03,164+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-archetype-plugin:2.11.2-06" was successful.
jvm 1    | 2015-09-06 18:08:03,164+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-healthcheck-oss-plugin:2.11.2-06" was successful.
jvm 1    | 2015-09-06 18:08:03,164+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-rutauth-plugin:2.11.2-06" was successful.
jvm 1    | 2015-09-06 18:08:03,164+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-atlas-plugin:2.11.2-06" was successful.
jvm 1    | 2015-09-06 18:08:03,164+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-plugin-console-plugin:2.11.2-06" was successful.
jvm 1    | 2015-09-06 18:08:03,164+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-rrb-plugin:2.11.2-06" was successful.
jvm 1    | 2015-09-06 18:08:03,164+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-ldap-realm-plugin:2.11.2-06" was successful.
jvm 1    | 2015-09-06 18:08:03,164+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-webresources-plugin:2.11.2-06" was successful.
jvm 1    | 2015-09-06 18:08:03,164+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-nuget-plugin:2.11.2-06" was successful.
jvm 1    | 2015-09-06 18:08:03,164+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-restlet1x-plugin:2.11.2-06" was successful.
jvm 1    | 2015-09-06 18:08:03,164+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-ruby-plugin:2.11.2-06" was successful.
jvm 1    | 2015-09-06 18:08:03,164+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-outreach-plugin:2.11.2-06" was successful.
jvm 1    | 2015-09-06 18:08:03,164+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-capabilities-plugin:2.11.2-06" was successful.
jvm 1    | 2015-09-06 18:08:03,180+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-logging-plugin:2.11.2-06" was successful.
jvm 1    | 2015-09-06 18:08:03,180+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-maven-bridge-plugin:2.11.2-06" was successful.
jvm 1    | 2015-09-06 18:08:03,180+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-content-plugin:2.11.2-06" was successful.
jvm 1    | 2015-09-06 18:08:03,180+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-timeline-plugin:2.11.2-06" was successful.
jvm 1    | 2015-09-06 18:08:03,180+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-h2-plugin:2.11.2-06" was successful.
jvm 1    | 2015-09-06 18:08:03,180+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-groovy-plugin:2.11.2-06" was successful.
jvm 1    | 2015-09-06 18:08:03,180+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-analytics-plugin:2.11.2-06" was successful.
jvm 1    | 2015-09-06 18:08:03,180+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-ui-extjs3-plugin:2.11.2-06" was successful.
jvm 1    | 2015-09-06 18:08:03,180+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-wonderland-plugin:2.11.2-06" was successful.
jvm 1    | 2015-09-06 18:08:03,180+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-yum-repository-plugin:2.11.2-06" was successful.
jvm 1    | 2015-09-06 18:08:03,180+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-siesta-plugin:2.11.2-06" was successful.
jvm 1    | 2015-09-06 18:08:03,180+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.events.EventSubscriberHost - Starting
jvm 1    | 2015-09-06 18:08:03,227+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.timeline.DefaultNexusTimeline - Initializing Nexus Timeline...
jvm 1    | 2015-09-06 18:08:03,227+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.timeline.DefaultNexusTimeline - Starting Nexus Timeline...
jvm 1    | 2015-09-06 18:08:03,882+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.timeline.internal.DefaultTimeline - Started Timeline...
jvm 1    | 2015-09-06 18:08:04,459+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.apachehttpclient.Hc4ProviderImpl - Started (connectionPoolMaxSize 200, connectionPoolSize 20, connectionPoolIdleTime 30000 ms, connectionPoolTimeout 30000 ms, keepAliveMaxDuration 30000 ms)
jvm 1    | 2015-09-06 18:08:06,066+0530 WARN  [jetty-main-1] *SYSTEM com.orientechnologies - No enough physical memory available for DISKCACHE: 1,948MB (heap=742MB). Set lower Maximum Heap (-Xmx setting on JVM) and restart OrientDB. Now running with DISKCACHE=256MB
jvm 1    | 2015-09-06 18:08:07,813+0530 WARN  [jetty-main-1] *SYSTEM com.orientechnologies.orient.core.storage.impl.local.OSingleFileSegment - {db=npm} segment file 'database.ocf' was not closed correctly last time
jvm 1    | 2015-09-06 18:08:09,264+0530 INFO  [jetty-main-1] *SYSTEM com.bolyuba.nexus.plugin.npm.service.internal.orient.OrientMetadataStore - Opened database: com.orientechnologies.orient.core.db.document.ODatabaseDocumentTx@d9800d
jvm 1    | 2015-09-06 18:08:09,280+0530 INFO  [jetty-main-1] *SYSTEM com.bolyuba.nexus.plugin.npm.service.internal.orient.OrientMetadataStore - Created pool (maxSize=100): com.orientechnologies.orient.core.db.OPartitionedDatabasePool@1e6ad98
jvm 1    | 2015-09-06 18:08:09,280+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.configuration.application.DefaultNexusConfiguration - Loading Nexus Configuration...
jvm 1    | 2015-09-06 18:08:09,295+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.configuration.source.StaticConfigurationSource - Configuration loaded successfully.
jvm 1    | 2015-09-06 18:08:09,311+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.configuration.source.FileConfigurationSource - Configuration loaded successfully.
jvm 1    | 2015-09-06 18:08:09,467+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.configuration.source.FileConfigurationSource - Nexus configuration validated successfully.
jvm 1    | 2015-09-06 18:08:09,514+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.configuration.application.DefaultNexusConfiguration - Applying Nexus Configuration...
jvm 1    | 2015-09-06 18:08:09,529+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.security.configuration.source.FileSecurityConfigurationSource - Loading Security configuration from D:\Softwares\nexus-2.11.2-06-bundle\nexus-2.11.2-06\..\sonatype-work\nexus\conf\security-configuration.xml
jvm 1    | 2015-09-06 18:08:09,545+0530 INFO  [jetty-main-1] *SYSTEM org.apache.shiro.cache.ehcache.EhCacheManager - Cache with name 'XmlAuthenticatingRealm.authorizationCache' does not yet exist.  Creating now.
jvm 1    | 2015-09-06 18:08:09,545+0530 INFO  [jetty-main-1] *SYSTEM org.apache.shiro.cache.ehcache.EhCacheManager - Added EhCache named [XmlAuthenticatingRealm.authorizationCache]
jvm 1    | 2015-09-06 18:08:09,545+0530 INFO  [jetty-main-1] *SYSTEM org.apache.shiro.cache.ehcache.EhCacheManager - Cache with name 'XmlAuthorizingRealm.authorizationCache' does not yet exist.  Creating now.
jvm 1    | 2015-09-06 18:08:09,545+0530 INFO  [jetty-main-1] *SYSTEM org.apache.shiro.cache.ehcache.EhCacheManager - Added EhCache named [XmlAuthorizingRealm.authorizationCache]
jvm 1    | 2015-09-06 18:08:09,592+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.proxy.attributes.DefaultLSAttributeStorage - Default FS AttributeStorage in place, using JacksonJSON marshaller.
jvm 1    | 2015-09-06 18:08:10,574+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.proxy.registry.DefaultRepositoryRegistry - Added repository "Central" [id=central][contentClass=Maven2][mainFacet=org.sonatype.nexus.proxy.maven.MavenProxyRepository]
jvm 1    | 2015-09-06 18:08:10,840+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.proxy.registry.DefaultRepositoryRegistry - Added repository "Apache Snapshots" [id=apache-snapshots][contentClass=Maven2][mainFacet=org.sonatype.nexus.proxy.maven.MavenProxyRepository]
jvm 1    | 2015-09-06 18:08:10,886+0530 INFO  [proxy-3-thread-1] *SYSTEM org.sonatype.nexus.proxy.storage.remote.httpclient.HttpClientRemoteStorage - Initializing remote transport for proxy repository "Codehaus Snapshots" [id=codehaus-snapshots]...
jvm 1    | 2015-09-06 18:08:10,902+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 5 minutes.
jvm 1    | 2015-09-06 18:08:11,027+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 40 seconds.
jvm 1    | 2015-09-06 18:08:11,058+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.proxy.registry.DefaultRepositoryRegistry - Added repository "Codehaus Snapshots" [id=codehaus-snapshots][contentClass=Maven2][mainFacet=org.sonatype.nexus.proxy.maven.MavenProxyRepository]
jvm 1    | 2015-09-06 18:08:11,308+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.proxy.registry.DefaultRepositoryRegistry - Added repository "Releases" [id=releases][contentClass=Maven2][mainFacet=org.sonatype.nexus.proxy.maven.MavenHostedRepository]
jvm 1    | 2015-09-06 18:08:11,604+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.proxy.registry.DefaultRepositoryRegistry - Added repository "Snapshots" [id=snapshots][contentClass=Maven2][mainFacet=org.sonatype.nexus.proxy.maven.MavenHostedRepository]
jvm 1    | 2015-09-06 18:08:11,791+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.proxy.registry.DefaultRepositoryRegistry - Added repository "3rd party" [id=thirdparty][contentClass=Maven2][mainFacet=org.sonatype.nexus.proxy.maven.MavenHostedRepository]
jvm 1    | 2015-09-06 18:08:11,854+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.proxy.registry.DefaultRepositoryRegistry - Added repository "Central M1 shadow" [id=central-m1][contentClass=Maven1][mainFacet=org.sonatype.nexus.proxy.maven.MavenShadowRepository]
jvm 1    | 2015-09-06 18:08:12,134+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.proxy.registry.DefaultRepositoryRegistry - Added repository "myrel" [id=myrel][contentClass=Maven2][mainFacet=org.sonatype.nexus.proxy.maven.MavenHostedRepository]
jvm 1    | 2015-09-06 18:08:12,368+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.proxy.registry.DefaultRepositoryRegistry - Added repository "myrels" [id=myrels][contentClass=Maven2][mainFacet=org.sonatype.nexus.proxy.maven.MavenHostedRepository]
jvm 1    | 2015-09-06 18:08:12,478+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.proxy.registry.DefaultRepositoryRegistry - Added repository "Public Repositories" [id=public][contentClass=Maven2][mainFacet=org.sonatype.nexus.proxy.repository.GroupRepository]
jvm 1    | 2015-09-06 18:08:12,478+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.scheduling.DefaultScheduler - Initializing Scheduler...
jvm 1    | 2015-09-06 18:08:12,478+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.scheduling.internal.DefaultTaskConfigManager - 0 task(s) to load.
jvm 1    | 2015-09-06 18:08:12,478+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Nexus Work Directory : D:\Softwares\nexus-2.11.2-06-bundle\sonatype-work\nexus
jvm 1    | 2015-09-06 18:08:12,493+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.NxApplication - Started Sonatype Nexus 2.11.2-06
jvm 1    | 2015-09-06 18:08:12,930+0530 WARN  [ar-4-thread-4] *SYSTEM org.sonatype.nexus.proxy.maven.routing.internal.RemoteContentDiscovererImpl - Remote strategy prefix-file error on M2Repository(id=apache-snapshots): java.net.UnknownHostException: repository.apache.org
jvm 1    | 2015-09-06 18:08:14,412+0530 INFO  [jetty-main-1] *SYSTEM com.sonatype.nexus.plugins.nuget.odata.NugetODataGalleryMigrator - Starting Nuget DB migration.
jvm 1    | 2015-09-06 18:08:14,428+0530 INFO  [jetty-main-1] *SYSTEM com.sonatype.nexus.plugins.nuget.odata.NugetODataGalleryMigrator - Completed Nuget DB migration.
jvm 1    | 2015-09-06 18:08:14,833+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.webapp.WebappBootstrap - Initialized
jvm 1    | 2015-09-06 18:08:15,036+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule - Resources:
jvm 1    | 2015-09-06 18:08:15,036+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/analytics/events
jvm 1    | 2015-09-06 18:08:15,036+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/analytics/settings
jvm 1    | 2015-09-06 18:08:15,036+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/atlas/security-diagnostic
jvm 1    | 2015-09-06 18:08:15,036+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/atlas/support-zip
jvm 1    | 2015-09-06 18:08:15,036+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/atlas/system-information
jvm 1    | 2015-09-06 18:08:15,036+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/capabilities
