wrapper  | --> Wrapper Started as Console
jvm 1    | 2015-09-06 18:08:15,036+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/capabilities/stores
jvm 1    | 2015-09-06 18:08:15,036+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/capabilities/types
jvm 1    | 2015-09-06 18:08:15,036+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/gaDetails
jvm 1    | 2015-09-06 18:08:15,036+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/gavDetails
jvm 1    | 2015-09-06 18:08:15,036+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/healthCheckEula
jvm 1    | 2015-09-06 18:08:15,036+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/healthCheckInfo
jvm 1    | 2015-09-06 18:08:15,036+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/healthCheckStatus
jvm 1    | 2015-09-06 18:08:15,036+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/healthCheckSummary/{repositoryId}/{path:.*}
jvm 1    | 2015-09-06 18:08:15,036+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/logging/log
jvm 1    | 2015-09-06 18:08:15,036+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/logging/loggers
jvm 1    | 2015-09-06 18:08:15,036+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/wonderland/authenticate
jvm 1    | 2015-09-06 18:08:15,036+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/wonderland/download
jvm 1    | 2015-09-06 18:08:15,036+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/wonderland/settings
jvm 1    | 2015-09-06 18:08:15,036+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule - Components:
jvm 1    | 2015-09-06 18:08:15,036+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.nexus.plugins.capabilities.internal.rest.CapabilityNotFoundExceptionMapper
jvm 1    | 2015-09-06 18:08:15,036+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.nexus.plugins.siesta.AuthorizationExceptionMapper
jvm 1    | 2015-09-06 18:08:15,036+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.nexus.plugins.siesta.InvalidConfigurationExceptionMapper
jvm 1    | 2015-09-06 18:08:15,036+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.nexus.plugins.siesta.NoSuchRepositoryExceptionMapper
jvm 1    | 2015-09-06 18:08:15,036+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.jackson.JacksonProvider
jvm 1    | 2015-09-06 18:08:15,036+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.BadRequestExceptionMapper
jvm 1    | 2015-09-06 18:08:15,114+0530 WARN  [ar-4-thread-2] *SYSTEM org.sonatype.nexus.proxy.maven.routing.internal.RemoteContentDiscovererImpl - Remote strategy prefix-file error on M2Repository(id=central): java.net.UnknownHostException: repo1.maven.org
jvm 1    | 2015-09-06 18:08:15,145+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.ConstraintViolationExceptionMapper
jvm 1    | 2015-09-06 18:08:15,145+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.InvalidObjectExceptionMapper
jvm 1    | 2015-09-06 18:08:15,145+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.ObjectNotFoundExceptionMapper
jvm 1    | 2015-09-06 18:08:15,145+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.ThrowableExceptionMapper
jvm 1    | 2015-09-06 18:08:15,145+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.ValidationErrorsExceptionMapper
jvm 1    | 2015-09-06 18:08:15,145+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.WebApplicationExceptionMapper
jvm 1    | 2015-09-06 18:08:15,145+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.WebApplicationMessageExceptionMapper
jvm 1    | 2015-09-06 18:08:15,192+0530 INFO  [ar-4-thread-2] *SYSTEM org.sonatype.nexus.proxy.maven.routing.internal.ManagerImpl - Unpublished prefix file of "Central" [id=central] (and is marked for noscrape)
jvm 1    | 2015-09-06 18:08:15,239+0530 INFO  [ar-4-thread-2] *SYSTEM org.sonatype.nexus.proxy.maven.routing.internal.ManagerImpl - Unpublished prefix file of "Public Repositories" [id=public] (and is marked for noscrape)
jvm 1    | 2015-09-06 18:08:16,019+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.rest.NexusApplication_UriMatching - Strict URI matching: true
jvm 1    | 2015-09-06 18:08:16,144+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.configuration.ModelUtils - Loading model D:\Softwares\nexus-2.11.2-06-bundle\sonatype-work\nexus\conf\ldap.xml
jvm 1    | 2015-09-06 18:08:16,190+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.configuration.ModelUtils - Loading model D:\Softwares\nexus-2.11.2-06-bundle\sonatype-work\nexus\conf\lvo-plugin.xml
jvm 1    | 2015-09-06 18:08:17,080+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.webresources.internal.WebResourceServiceImpl - Discovered 1973 resources
jvm 1    | 2015-09-06 18:08:17,080+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.webresources.internal.WebResourceServlet - Max-age: 30 days (2592000 seconds)
jvm 1    | 2015-09-06 18:08:17,220+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.bootstrap.jetty.InstrumentedSelectChannelConnector - Metrics enabled
jvm 1    | 2015-09-06 18:08:17,267+0530 INFO  [jetty-main-1] *SYSTEM org.eclipse.jetty.server.AbstractConnector - Started InstrumentedSelectChannelConnector@0.0.0.0:8081
jvm 1    | 2015-09-06 18:08:17,267+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.bootstrap.jetty.JettyServer - Running
jvm 1    | 2015-09-06 18:08:17,267+0530 INFO  [WrapperListener_start_runner] *SYSTEM org.sonatype.nexus.bootstrap.jetty.JettyServer - Started
jvm 1    | 2015-09-06 18:08:19,825+0530 INFO  [qtp28429656-54] *SYSTEM org.apache.shiro.nexus5727.FixedDefaultWebSessionManager - Global session timeout: 1800000 ms
jvm 1    | 2015-09-06 18:08:19,825+0530 INFO  [qtp28429656-54] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Enabling session validation scheduler...
jvm 1    | 2015-09-06 18:08:19,919+0530 INFO  [qtp28429656-54] *UNKNOWN org.sonatype.nexus.velocity.VelocityEngineProvider - Creating Nexus VelocityEngine
jvm 1    | 2015-09-06 18:08:22,352+0530 INFO  [qtp28429656-54] *UNKNOWN org.sonatype.security.model.source.FileModelConfigurationSource - Loading security configuration from: D:\Softwares\nexus-2.11.2-06-bundle\nexus-2.11.2-06\..\sonatype-work\nexus\conf\security.xml
jvm 1    | 2015-09-06 18:08:22,571+0530 INFO  [qtp28429656-51] *UNKNOWN /nexus - nexus: [Noelios Restlet Engine] - Attaching application: org.sonatype.nexus.rest.NexusApplication@12b6d06 to URI: /nexus/service/local
jvm 1    | 2015-09-06 18:08:23,554+0530 INFO  [qtp28429656-52] anonymous com.sonatype.nexus.plugins.outreach.internal.outreach.SonatypeOutreach - Could not download page bundle
jvm 1    | java.net.UnknownHostException: links.sonatype.com
jvm 1    | 2015-09-06 18:08:23,569+0530 INFO  [qtp28429656-58] anonymous com.sonatype.nexus.plugins.outreach.internal.outreach.SonatypeOutreach - Could not download page bundle
jvm 1    | java.net.UnknownHostException: links.sonatype.com
jvm 1    | 2015-09-06 18:08:23,616+0530 INFO  [qtp28429656-57] anonymous com.sonatype.nexus.plugins.outreach.internal.outreach.SonatypeOutreach - Could not download page bundle
jvm 1    | java.net.UnknownHostException: links.sonatype.com
jvm 1    | 2015-09-06 18:08:23,710+0530 INFO  [qtp28429656-49] anonymous com.sonatype.nexus.plugins.outreach.internal.outreach.SonatypeOutreach - Could not download page bundle
jvm 1    | java.net.UnknownHostException: links.sonatype.com
jvm 1    | 2015-09-06 18:08:23,725+0530 INFO  [qtp28429656-53] anonymous com.sonatype.nexus.plugins.outreach.internal.outreach.SonatypeOutreach - Could not download page bundle
jvm 1    | java.net.UnknownHostException: links.sonatype.com
jvm 1    | 2015-09-06 18:08:23,725+0530 INFO  [qtp28429656-52] anonymous com.sonatype.nexus.plugins.outreach.internal.outreach.SonatypeOutreach - Could not download page bundle
jvm 1    | java.net.UnknownHostException: links.sonatype.com
jvm 1    | 2015-09-06 18:08:51,027+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 1 minute 20 seconds.
jvm 1    | 2015-09-06 18:10:11,036+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 2 minutes.
jvm 1    | 2015-09-06 18:12:11,051+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 3 minutes 20 seconds.
jvm 1    | 2015-09-06 18:15:31,062+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 5 minutes 20 seconds.
jvm 1    | 2015-09-06 19:22:53,631+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2015-09-06 19:22:57,906+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 8 minutes 40 seconds.
jvm 1    | 2015-09-06 19:22:58,109+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.cache.ehcache.EhCacheManager - Using existing EHCache named [shiro-activeSessionCache]
jvm 1    | 2015-09-06 19:23:05,269+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2015-09-06 19:23:17,640+0530 WARN  [ar-4-thread-5] *SYSTEM org.sonatype.nexus.proxy.maven.routing.internal.RemoteContentDiscovererImpl - Remote strategy prefix-file error on M2Repository(id=central): java.net.UnknownHostException: repo1.maven.org
jvm 1    | 2015-09-06 19:23:26,041+0530 WARN  [ar-4-thread-2] *SYSTEM org.sonatype.nexus.proxy.maven.routing.internal.RemoteContentDiscovererImpl - Remote strategy prefix-file error on M2Repository(id=apache-snapshots): java.net.UnknownHostException: repository.apache.org
jvm 1    | 2015-09-06 19:31:37,907+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 14 minutes.
jvm 1    | 2015-09-06 19:45:39,395+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 22 minutes 40 seconds.
jvm 1    | 2015-09-06 20:08:22,346+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2015-09-06 20:08:22,674+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 36 minutes 40 seconds.
jvm 1    | 2015-09-06 20:08:25,512+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2015-09-06 20:08:37,392+0530 WARN  [ar-4-thread-1] *SYSTEM org.sonatype.nexus.proxy.maven.routing.internal.RemoteContentDiscovererImpl - Remote strategy prefix-file error on M2Repository(id=central): java.net.UnknownHostException: repo1.maven.org
jvm 1    | 2015-09-06 20:08:38,044+0530 WARN  [ar-4-thread-2] *SYSTEM org.sonatype.nexus.proxy.maven.routing.internal.RemoteContentDiscovererImpl - Remote strategy prefix-file error on M2Repository(id=apache-snapshots): java.net.UnknownHostException: repository.apache.org
jvm 1    | 2015-09-06 21:13:21,635+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2015-09-06 21:13:36,701+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 59 minutes 20 seconds.
jvm 1    | 2015-09-06 21:13:49,191+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2015-09-06 21:17:39,074+0530 INFO  [ar-4-thread-5] *SYSTEM org.sonatype.nexus.proxy.storage.remote.httpclient.HttpClientRemoteStorage - Initializing remote transport for proxy repository "Central" [id=central]...
jvm 1    | 2015-09-06 21:17:39,206+0530 INFO  [ar-4-thread-4] *SYSTEM org.sonatype.nexus.proxy.storage.remote.httpclient.HttpClientRemoteStorage - Initializing remote transport for proxy repository "Apache Snapshots" [id=apache-snapshots]...
jvm 1    | 2015-09-06 21:18:03,062+0530 INFO  [ar-4-thread-5] *SYSTEM org.sonatype.nexus.proxy.maven.routing.internal.ManagerImpl - Updated and published prefix file of "Public Repositories" [id=public]
jvm 1    | 2015-09-06 22:08:23,390+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2015-09-06 22:08:23,391+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2015-09-06 22:13:00,860+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 1 hour 36 minutes.
jvm 1    | 2015-09-06 23:08:23,346+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2015-09-06 23:08:23,361+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2015-09-07 05:11:11,431+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 1 hour 36 minutes.
jvm 1    | 2015-09-07 05:11:11,462+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2015-09-07 05:11:27,593+0530 INFO  [ar-4-thread-1] *SYSTEM org.sonatype.nexus.proxy.maven.routing.internal.ManagerImpl - Proxy "Codehaus Snapshots" [id=codehaus-snapshots] periodic remote discovery skipped as there is an ongoing job updating it, consider raising the update interval for this repository
jvm 1    | 2015-09-07 05:11:32,507+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2015-09-07 05:11:32,507+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2015-09-07 05:11:32,507+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2015-09-07 05:11:32,507+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2015-09-07 05:11:32,507+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2015-09-07 05:11:32,507+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2015-09-07 05:11:32,507+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2015-09-07 05:11:32,539+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2015-09-07 05:11:32,539+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2015-09-07 05:11:32,539+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2015-09-07 05:11:32,539+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2015-09-07 07:37:25,396+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 1 hour 36 minutes.
jvm 1    | 2015-09-07 07:37:24,819+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2015-09-07 07:37:25,443+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2015-09-07 07:37:25,443+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
